Key|Canonical Key|HD Row|BXP|XP/HP|S Abilities|S Basis|S Award Units|E Abilities|E Basis|E Award Units|Adjustment|Appendix E XP|Chosen XP|Status|Decision
gnoll_leader|gnoll|1+1--2|20|2|1|reviewed Special portion of MM package: L (7'+ tall)|1|0|none|0|none|not separately listed|28+2/hp|derived/alias|Retain one Special for the gnoll combat package; fixed-hp leaders remain on the same 2-HD row.
gnoll_chieftain|gnoll|1+1--2|20|2|1|reviewed Special portion of MM package: L (7'+ tall)|1|0|none|0|none|not separately listed|28+2/hp|derived/alias|Retain one Special for the gnoll combat package; fixed-hp leaders remain on the same 2-HD row.
gnoll_guard|gnoll|1+1--2|20|2|1|reviewed Special portion of MM package: L (7'+ tall)|1|0|none|0|none|not separately listed|28+2/hp|derived/alias|Retain one Special for the gnoll combat package; fixed-hp leaders remain on the same 2-HD row.
gnome||1-1--1|10|1|3|reviewed Special portion of MM package: +1 against kobolds, goblins; Gnolls, bugbears, ogres, trolls giants -4 to hit; save magic\?poison at 4 levels higher|3|0|none|0|none|22+1/hp|22+1/hp|confirmed|Racial accuracy, giant-class defense, and enhanced saves are three Specials.
goat_giant||3+1--4|60|4|1|reviewed Special portion of MM package: Charge (+4 to hit, 6--20)|1|0|none|0|none|85+4/hp|85+4/hp|confirmed|The charge is Special.
goblin||1-1--1|10|1|0|none|0|0|none|0|none|10+1/hp|10+1/hp|confirmed|Use the literal HD row; rank-and-file combat traits do not add XP awards.
goblin_leader|goblin|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Use the literal HD row; rank-and-file combat traits do not add XP awards.
goblin_assistant|goblin|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Use the literal HD row; rank-and-file combat traits do not add XP awards.
goblin_subchief|goblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal HD row; rank-and-file combat traits do not add XP awards.
goblin_guard|goblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal HD row; rank-and-file combat traits do not add XP awards.
goblin_bodyguard|goblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal HD row; rank-and-file combat traits do not add XP awards.
goblin_chief|goblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal HD row; rank-and-file combat traits do not add XP awards.
golem_clay||11--12+|1300|16|2|reviewed Special portion of MM package: Haste; Blunt magic weapons to hit, immune to most spells|2|2|reviewed Exceptional portion of MM package: Haste; Blunt magic weapons to hit, immune to most spells|2|none|5200|5200|confirmed|MM explicitly equates 50 hp to 11 HD; two Special and two Exceptional awards plus 50×16 give the fixed total.
golem_flesh||8+1--9|600|12|3|reviewed Special portion of MM package: Magic weapons to hit, immune to most spells|3|1|reviewed Exceptional portion of MM package: Magic weapons to hit, immune to most spells|1|none|2380|2380|confirmed|MM explicitly equates 40 hp to 9 HD; three Special and one Exceptional award plus 40×12 give the fixed total.
golem_iron||17--18+|3000|25|1|reviewed Special portion of MM package: Poison gas; +3 or better weapon to hit, immune to most spells|1|4|reviewed Exceptional portion of MM package: Poison gas; +3 or better weapon to hit, immune to most spells|4|none|14550 fixed|14550|confirmed|MM explicitly equates 80 hp to 18 HD. One Special, four Exceptional awards, and 80 x 25 hp XP reproduce the fixed total using the table's 1550-point Special bonus.
golem_stone||13--14+|1800|18|3|reviewed Special portion of MM package: Slow spell; +2 or better weapon to hit, immune to most spells|3|1|reviewed Exceptional portion of MM package: Slow spell; +2 or better weapon to hit, immune to most spells|1|none|8950 fixed|6930|corrected/override|MM explicitly equates 60 hp to 14 HD; use that row rather than reverse-engineering the published total as 15 HD.
gorgon||7+1--8|375|10|0|none|0|5|reviewed Exceptional portion of MM package: Breath turns to stone|5|none|1750+10/hp|1750+10/hp|confirmed|The petrifying breath receives x5 Exceptional weighting.
gray_ooze||3+1--4|60|4|3|reviewed Special portion of MM package: Corrosive properties, possible psionics; Immune to most spells|3|1|reviewed Exceptional portion of MM package: Corrosive properties, possible psionics; Immune to most spells|1|none|200+4/hp|200+4/hp|confirmed|Corrosion, possible psionics, and spell immunity reproduce three Specials and one Exceptional.
green_slime||1+1--2|20|2|2|reviewed Special portion of MM package: Infects flesh, corrodes wood and metal; Immune to most weapons and spells|20|2|reviewed Exceptional portion of MM package: Infects flesh, corrodes wood and metal; Immune to most weapons and spells|10|none|630+2/hp|630+2/hp|confirmed|Underlying 2S+2E; extraordinary danger weights Specials x10 and Exceptionals x5, for effective 20S+10E.
griffon||6+1--7|225|8|0|none|0|0|none|0|none|225+8/hp|225+8/hp|confirmed|Use the literal 7-HD base value.
groaning_spirit||6+1--7|225|8|4|reviewed Special portion of MM package: Death groan, fear; +1 or better weapon to hit, immune to charm, sleep, hold, cold and electricity|4|5|reviewed Exceptional portion of MM package: Death groan, fear; +1 or better weapon to hit, immune to charm, sleep, hold, cold and electricity|5|none|1600+8/hp|1600+8/hp|confirmed|Death, fear, weapon immunity, spell immunities, and magic resistance reproduce the published subtotal.
harpy||2+1--3|35|3|0|none|0|2|reviewed Exceptional portion of MM package: Singing, charm|2|none|145+3/hp|145+3/hp|confirmed|Singing and charm are two Exceptional awards.
hell_hound||4+1--5|90|5|4|reviewed Special portion of MM package: Breathe fire (1 hp per HD), surprise on 1--4; Surprised only on 1, detect hidden/invisible 50\%|4|0|none|0|none|250+5/hp|250+5/hp|confirmed|Breath, improved surprise, limited surprise, and detection are four Specials; variants use literal HD rows.
hell_hound_4hd|hell_hound|3+1--4|60|4|4|reviewed Special portion of MM package: Breathe fire (1 hp per HD), surprise on 1--4; Surprised only on 1, detect hidden/invisible 50\%|4|0|none|0|none|not separately listed|160+4/hp|derived/alias|Breath, improved surprise, limited surprise, and detection are four Specials; variants use literal HD rows.
hell_hound_5hd|hell_hound|4+1--5|90|5|4|reviewed Special portion of MM package: Breathe fire (1 hp per HD), surprise on 1--4; Surprised only on 1, detect hidden/invisible 50\%|4|0|none|0|none|not separately listed|250+5/hp|derived/alias|Breath, improved surprise, limited surprise, and detection are four Specials; variants use literal HD rows.
hell_hound_6hd|hell_hound|5+1--6|150|6|4|reviewed Special portion of MM package: Breathe fire (1 hp per HD), surprise on 1--4; Surprised only on 1, detect hidden/invisible 50\%|4|0|none|0|none|not separately listed|450+6/hp|derived/alias|Breath, improved surprise, limited surprise, and detection are four Specials; variants use literal HD rows.
hell_hound_7hd|hell_hound|6+1--7|225|8|4|reviewed Special portion of MM package: Breathe fire (1 hp per HD), surprise on 1--4; Surprised only on 1, detect hidden/invisible 50\%|4|0|none|0|none|not separately listed|725+8/hp|derived/alias|Breath, improved surprise, limited surprise, and detection are four Specials; variants use literal HD rows.
herd_animal||2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|Stampede is encounter behavior rather than an individual XP ability; variants use literal HD rows.
herd_animal_1hd|herd_animal|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Stampede is encounter behavior rather than an individual XP ability; variants use literal HD rows.
herd_animal_2hd|herd_animal|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Stampede is encounter behavior rather than an individual XP ability; variants use literal HD rows.
herd_animal_3hd|herd_animal|2+1--3|35|3|0|none|0|0|none|0|none|not separately listed|35+3/hp|derived/alias|Stampede is encounter behavior rather than an individual XP ability; variants use literal HD rows.
herd_animal_4hd|herd_animal|3+1--4|60|4|0|none|0|0|none|0|none|not separately listed|60+4/hp|derived/alias|Stampede is encounter behavior rather than an individual XP ability; variants use literal HD rows.
herd_animal_5hd|herd_animal|4+1--5|90|5|0|none|0|0|none|0|none|not separately listed|90+5/hp|derived/alias|Stampede is encounter behavior rather than an individual XP ability; variants use literal HD rows.
hippocampus||3+1--4|60|4|0|none|0|0|none|0|none|60+4/hp|60+4/hp|confirmed|Use the literal HD base value.
hippogriff||3+1--4|60|4|0|none|0|0|none|0|none|60+4/hp|60+4/hp|confirmed|Use the literal HD base value.
hippopotamus||7+1--8|375|10|0|none|0|0|none|0|none|375+10/hp|375+10/hp|confirmed|Use the literal 8-HD base value; upsetting craft does not add an individual award.
hippopotamus_bull|hippopotamus|7+1--8|375|10|0|none|0|0|none|0|none|not separately listed|375+10/hp|derived/alias|Use the literal 8-HD base value; upsetting craft does not add an individual award.
hippopotamus_cow|hippopotamus|7+1--8|375|10|0|none|0|0|none|0|none|not separately listed|375+10/hp|derived/alias|Use the literal 8-HD base value; upsetting craft does not add an individual award.
hobgoblin||1+1--2|20|2|0|none|0|0|none|0|none|20+2/hp|20+2/hp|confirmed|Use the literal 1+1-HD row for all fixed-hp leaders.
hobgoblin_leader|hobgoblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal 1+1-HD row for all fixed-hp leaders.
hobgoblin_assistant|hobgoblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal 1+1-HD row for all fixed-hp leaders.
hobgoblin_subchief|hobgoblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal 1+1-HD row for all fixed-hp leaders.
hobgoblin_bodyguard|hobgoblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal 1+1-HD row for all fixed-hp leaders.
hobgoblin_chief|hobgoblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Use the literal 1+1-HD row for all fixed-hp leaders.
homonculous||1+1--2|20|2|2|reviewed Special portion of MM package: Sleep bite; Saves as creator|2|1|reviewed Exceptional portion of MM package: Sleep bite; Saves as creator|1|none|not listed|81+2/hp|corrected|Use the 2-HD row's 45-point Exceptional award: 20 + (2 x 8) + 45 = 81; the secondary calculation accidentally substituted the next row's 55-point award.
homunculus|homonculous|1+1--2|20|2|2|reviewed Special portion of MM package: Sleep bite; Saves as creator|2|1|reviewed Exceptional portion of MM package: Sleep bite; Saves as creator|1|none|not separately listed|81+2/hp|alias|Alias of the corrected Homonculous record; 2S+1E on the 2-HD row gives 81+2/hp.
horse_draft||2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|Use the literal HD base value.
warhorse_heavy||3+1--4|60|4|0|none|0|0|none|0|none|60+4/hp|60+4/hp|confirmed|Use the literal HD base value.
warhorse_light||1+1--2|20|2|0|none|0|0|none|0|none|20+2/hp|20+2/hp|confirmed|Use the literal HD base value.
warhorse_medium||2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|Use the literal HD base value.
pony||1+1--2|20|2|0|none|0|0|none|0|none|20+2/hp|20+2/hp|confirmed|Use the literal HD base value.
horse_wild||1+1--2|20|2|0|none|0|0|none|0|none|20+2/hp|20+2/hp|confirmed|Use the literal HD base value.
hydra||4+1--5|90|5|0|none|0|0|none|0|none|(by heads)|(by heads)|summary|Summary row only; choose the keyed head-count form for XP.
hydra_lernaean|hydra|4+1--5|90|5|0|none|0|0|none|0|none|not separately listed|(by final heads)|summary|Summary row only; choose the keyed head-count form for XP.
hydra_5_heads|hydra|4+1--5|90|5|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|130+5/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_6_heads|hydra|5+1--6|150|6|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|225+6/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_7_heads|hydra|6+1--7|225|8|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|350+8/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_8_heads|hydra|7+1--8|375|10|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|550+10/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_9_heads|hydra|8+1--9|600|12|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|900+12/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_10_heads|hydra|9+1--10+|900|14|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|1350+14/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_11_heads|hydra|11--12+|1300|16|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|2000+16/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_12_heads|hydra|11--12+|1300|16|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|0|none|0|none|not separately listed|2000+16/hp|derived/alias|Multiple heads are one Special; use the fixed 8 hp per head and the literal HD row.
hydra_13_heads|hydra|13--14+|1800|18|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|none|not separately listed|3950+18/hp|derived/alias|Multiple heads are Special; the >12-head damage routine adds one Exceptional award.
hydra_14_heads|hydra|13--14+|1800|18|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|none|not separately listed|3950+18/hp|derived/alias|Multiple heads are Special; the >12-head damage routine adds one Exceptional award.
hydra_15_heads|hydra|15--16+|2400|20|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|none|not separately listed|5250+20/hp|derived/alias|Multiple heads are Special; the >12-head damage routine adds one Exceptional award.
hydra_16_heads|hydra|15--16+|2400|20|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent; All heads must be killed|1|none|not separately listed|5250+20/hp|derived/alias|Multiple heads are Special; the >12-head damage routine adds one Exceptional award.
pyrohydra||4+1--5|90|5|0|none|0|0|none|0|none|(by heads)|(by heads)|summary|Summary row only; choose the keyed head-count form for XP.
pyrohydra_5_heads|pyrohydra|4+1--5|90|5|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +500|not separately listed|630+5/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
pyrohydra_6_heads|pyrohydra|5+1--6|150|6|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +700|not separately listed|925+6/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
pyrohydra_7_heads|pyrohydra|6+1--7|225|8|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +825|not separately listed|1175+8/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
pyrohydra_8_heads|pyrohydra|7+1--8|375|10|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +1200|not separately listed|1750+10/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
pyrohydra_9_heads|pyrohydra|8+1--9|600|12|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +1600|not separately listed|2500+12/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
pyrohydra_10_heads|pyrohydra|9+1--10+|900|14|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--8/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +1800|not separately listed|3150+14/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
pyrohydra_11_heads|pyrohydra|11--12+|1300|16|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--10/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--10/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +2550|not separately listed|4550+16/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
pyrohydra_12_heads|pyrohydra|11--12+|1300|16|1|reviewed Special portion of MM package: Up to 4 attacks on one opponent, fire breath (1--10/head, twice/day; save for half); All heads must be killed|1|1|reviewed Exceptional portion of MM package: Up to 4 attacks on one opponent, fire breath (1--10/head, twice/day; save for half); All heads must be killed|1|DMG breath bonus +3400|not separately listed|5400+16/hp|corrected/override|Start with corrected Hydra XP and add the DMG's published breath-weapon bonus as an explicit adjustment.
hyena||2+1--3|35|3|0|none|0|0|none|0|none|35+3/hp|35+3/hp|confirmed|Use the literal HD base value; Hyaenodon is an alias for the giant form.
hyena_giant||4+1--5|90|5|0|none|0|0|none|0|none|90+5/hp|90+5/hp|confirmed|Use the literal HD base value; Hyaenodon is an alias for the giant form.
hyaenodon|hyena_giant|4+1--5|90|5|0|none|0|0|none|0|none|not separately listed|90+5/hp|derived/alias|Use the literal HD base value; Hyaenodon is an alias for the giant form.
imp||2+1--3|35|3|5|reviewed Special portion of MM package: Poison, magic use; Magic weapons to hit, regeneration, MR 25\%, immune to cold, fire and electricity, saves as 7 HD|5|3|reviewed Exceptional portion of MM package: Poison, magic use; Magic weapons to hit, regeneration, MR 25\%, immune to cold, fire and electricity, saves as 7 HD|3|none|275+3/hp|275+3/hp|confirmed|Poison, magic use, weapon defense, regeneration, resistance, immunities, and saves reproduce 5S+3E.
intellect_devourer||6+1--7|225|8|6|reviewed Special portion of MM package: Psionics, possession, hides as a 10th-level thief; +3 weapons inflict only 1 hp, immune to most spells|6|3|reviewed Exceptional portion of MM package: Psionics, possession, hides as a 10th-level thief; +3 weapons inflict only 1 hp, immune to most spells|3|none|1500+8/hp|1500+8/hp|confirmed|Psionics, possession, stealth, weapon defense, and spell immunity reproduce 6S+3E.
invisible_stalker||7+1--8|375|10|2|reviewed Special portion of MM package: Surprises on 1--5; Invisible|2|1|reviewed Exceptional portion of MM package: Surprises on 1--5; Invisible|1|none|1000+10/hp|1000+10/hp|confirmed|Invisibility and improved surprise are Special; MR 30% is Exceptional.
irish_deer||3+1--4|60|4|0|none|0|0|none|0|none|60+4/hp|60+4/hp|confirmed|Use the literal 4-HD base value.
ixitxachitl||1+1--2|20|2|1|reviewed Special portion of MM package: Evil clerical spells|1|0|none|0|none|28+2/hp|28+2/hp|confirmed|The limited clerical package is one Special; variants use literal HD rows.
ixitxachitl_cleric_2nd|ixitxachitl|1+1--2|20|2|1|reviewed Special portion of MM package: Spells as a 2nd-level cleric|1|0|none|0|none|not separately listed|28+2/hp|derived/alias|The limited clerical package is one Special; variants use literal HD rows.
ixitxachitl_cleric_3rd|ixitxachitl|1+1--2|20|2|1|reviewed Special portion of MM package: Spells as a 3rd-level cleric|1|0|none|0|none|not separately listed|28+2/hp|derived/alias|The limited clerical package is one Special; variants use literal HD rows.
ixitxachitl_cleric_5th|ixitxachitl|1+1--2|20|2|1|reviewed Special portion of MM package: Spells as a 5th-level cleric|1|0|none|0|none|not separately listed|28+2/hp|derived/alias|The limited clerical package is one Special; variants use literal HD rows.
ixitxachitl_guard|ixitxachitl|3+1--4|60|4|1|reviewed Special portion of MM package: Spells as a 6th-level cleric|1|0|none|0|none|not separately listed|85+4/hp|derived/alias|The limited clerical package is one Special; variants use literal HD rows.
ixitxachitl_leader|ixitxachitl|4+1--5|90|5|0|none|0|1|reviewed Exceptional portion of MM package: Spells as an 8th-level cleric|1|none|not separately listed|165+5/hp|derived/alias|Major clerical spell use is Exceptional.
ixitxachitl_vampire|ixitxachitl|2+1--3|35|3|6|reviewed Special portion of MM package: Energy drain, evil clerical spells; Regenerates 3 hp/round|6|3|reviewed Exceptional portion of MM package: Energy drain, evil clerical spells; Regenerates 3 hp/round|3|none|not separately listed|290+3/hp|derived/alias|Energy drain, regeneration, and clerical traits use 6S+3E on the doubled-HD row.
ixitxachitl_vampire_cleric_2nd|ixitxachitl|2+1--3|35|3|6|reviewed Special portion of MM package: Energy drain, spells as a 2nd-level cleric; Regenerates 3 hp/round|6|3|reviewed Exceptional portion of MM package: Energy drain, spells as a 2nd-level cleric; Regenerates 3 hp/round|3|none|not separately listed|290+3/hp|derived/alias|Energy drain, regeneration, and clerical traits use 6S+3E on the doubled-HD row.
ixitxachitl_vampire_cleric_3rd|ixitxachitl|2+1--3|35|3|6|reviewed Special portion of MM package: Energy drain, spells as a 3rd-level cleric; Regenerates 3 hp/round|6|3|reviewed Exceptional portion of MM package: Energy drain, spells as a 3rd-level cleric; Regenerates 3 hp/round|3|none|not separately listed|290+3/hp|derived/alias|Energy drain, regeneration, and clerical traits use 6S+3E on the doubled-HD row.
ixitxachitl_vampire_cleric_5th|ixitxachitl|2+1--3|35|3|6|reviewed Special portion of MM package: Energy drain, spells as a 5th-level cleric; Regenerates 3 hp/round|6|3|reviewed Exceptional portion of MM package: Energy drain, spells as a 5th-level cleric; Regenerates 3 hp/round|3|none|not separately listed|290+3/hp|derived/alias|Energy drain, regeneration, and clerical traits use 6S+3E on the doubled-HD row.
ixitxachitl_vampire_guard|ixitxachitl|6+1--7|225|8|6|reviewed Special portion of MM package: Energy drain, spells as a 6th-level cleric; Regenerates 3 hp/round|6|3|reviewed Exceptional portion of MM package: Energy drain, spells as a 6th-level cleric; Regenerates 3 hp/round|3|none|not separately listed|1500+8/hp|derived/alias|Energy drain, regeneration, and clerical traits use 6S+3E on the doubled-HD row.
ixitxachitl_vampire_leader|ixitxachitl|8+1--9|600|12|3|reviewed Special portion of MM package: Energy drain, spells as an 8th-level cleric; Regenerates 3 hp/round|3|6|reviewed Exceptional portion of MM package: Energy drain, spells as an 8th-level cleric; Regenerates 3 hp/round|6|none|not separately listed|3900+12/hp|derived/alias|The major spell-using vampiric leader uses 3S+6E on its doubled-HD row.
jackal||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the literal half-HD base value.
jackalwere||3+1--4|60|4|1|reviewed Special portion of MM package: Sleep gaze, shapechanging, human weapon use; Iron or +1 weapons to hit|1|11|reviewed Exceptional portion of MM package: Sleep gaze, shapechanging, human weapon use; Iron or +1 weapons to hit|11|none|800+4/hp|800+4/hp|confirmed|Shapechanging is Special; the unusually powerful gaze/weapon-defense package is weighted to eleven Exceptional units.
jaguar||4+1--5|90|5|2|reviewed Special portion of MM package: Rear-claw rake, leaps 30' to attack; Surprised only on a 1|2|0|none|0|none|170+5/hp|170+5/hp|confirmed|Leaping/rake and improved surprise are two Specials, consistent with the great-cat treatment.
ki_rin||11--12+|1300|16|3|reviewed Special portion of MM package: Magic use, psionics, +3 horn, double-strength air magic; Astral/ethereal travel, telepathy|3|6|reviewed Exceptional portion of MM package: Magic use, psionics, +3 horn, double-strength air magic; Astral/ethereal travel, telepathy|6|none|8500+16/hp|8500+16/hp|confirmed|Magic, psionics, horn/air effects, planar travel, and telepathy reproduce 3S+6E.
koalinth|hobgoblin|1+1--2|20|2|0|none|0|0|none|0|none|not separately listed|20+2/hp|derived/alias|Alias of the reviewed Hobgoblin base record.
kobold||up to 1-1|5|1|0|none|0|0|none|0|none|5+1/hp|5+1/hp|confirmed|Use the literal half-HD base value and THAC0 21 after accounting for sticky 20s.
kobold_bodyguard|kobold|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Fixed 4-hp leaders use the 1-1-to-1 row without added XP abilities.
kobold_chief|kobold|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Fixed 4-hp leaders use the 1-1-to-1 row without added XP abilities.
kobold_guard|kobold|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Fixed 4-hp leaders use the 1-1-to-1 row without added XP abilities.
kobold_leader|kobold|1-1--1|10|1|0|none|0|0|none|0|none|not separately listed|10+1/hp|derived/alias|Fixed 4-hp leaders use the 1-1-to-1 row without added XP abilities.
lamia||8+1--9|600|12|1|reviewed Special portion of MM package: Wisdom drain, magic use|1|2|reviewed Exceptional portion of MM package: Wisdom drain, magic use|2|none|1700+12/hp|1700+12/hp|confirmed|Wisdom drain and magic use reproduce one Special and two Exceptional awards.
lammasu||7+1--8|375|10|3|reviewed Special portion of MM package: Magic use, invisibility, dimension door; Double-strength protection from evil|3|2|reviewed Exceptional portion of MM package: Magic use, invisibility, dimension door; Double-strength protection from evil|2|none|1450+10/hp|1450+10/hp|confirmed|Magic, invisibility, dimension door, and protection reproduce 3S+2E on the literal 7+7-HD row.
lamprey||1+1--2|20|2|1|reviewed Special portion of MM package: Blood drain (2/r)|1|0|none|0|none|28+2/hp|28+2/hp|confirmed|Normal blood drain is Special.
lamprey_giant||4+1--5|90|5|0|none|0|1|reviewed Exceptional portion of MM package: Blood drain (10/r)|1|none|165+5/hp|165+5/hp|confirmed|The stronger giant blood drain is Exceptional.
larva||1-1--1|10|1|0|none|0|0|none|0|none|10+1/hp|10+1/hp|confirmed|Use the literal 1-HD base value.
leech_giant||1-1--1|10|1|4|reviewed Special portion of MM package: Blood drain, anesthesia, disease|4|0|none|0|none|(by size)|(by size)|summary|Blood drain, anesthesia, and disease are weighted as four Specials; variants use literal HD rows.
leech_giant_1hd|leech_giant|1-1--1|10|1|4|reviewed Special portion of MM package: Blood drain (1/r), anesthesia, disease|4|0|none|0|none|not separately listed|26+1/hp|derived/alias|Blood drain, anesthesia, and disease are weighted as four Specials; variants use literal HD rows.
leech_giant_2hd|leech_giant|1+1--2|20|2|4|reviewed Special portion of MM package: Blood drain (2/r), anesthesia, disease|4|0|none|0|none|not separately listed|52+2/hp|derived/alias|Blood drain, anesthesia, and disease are weighted as four Specials; variants use literal HD rows.
leech_giant_3hd|leech_giant|2+1--3|35|3|4|reviewed Special portion of MM package: Blood drain (3/r), anesthesia, disease|4|0|none|0|none|not separately listed|95+3/hp|derived/alias|Blood drain, anesthesia, and disease are weighted as four Specials; variants use literal HD rows.
leech_giant_4hd|leech_giant|3+1--4|60|4|4|reviewed Special portion of MM package: Blood drain (4/r), anesthesia, disease|4|0|none|0|none|not separately listed|160+4/hp|derived/alias|Blood drain, anesthesia, and disease are weighted as four Specials; variants use literal HD rows.
